model_id,policy,zone_id,lower_bound,upper_bound,boundary_convention,city_address_count,policy_status,minimum_fee_required_by_driver,maximum_fee_allowed_by_client,candidate_fee_rub,fallback_fee_rub,hard_constraint_coverage,p95_constraint_coverage,violated_address_count,minimum_taxi_reference,median_taxi_reference,minimum_driver_best_take,median_driver_best_take,maximum_driver_gap,minimum_client_saving,median_client_saving,client_constraint_coverage,driver_constraint_coverage,joint_coverage,notes
CITY_K5R_dp_optimal_jenks,CUSTOMER_FIRST,2,1.675,2.875,"[lower_bound, upper_bound)",1072,FEASIBLE,12,13,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_dp_optimal_jenks,BALANCED,2,1.675,2.875,"[lower_bound, upper_bound)",1072,FEASIBLE,12,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_dp_optimal_jenks,DRIVER_CONSERVATIVE,2,1.675,2.875,"[lower_bound, upper_bound)",1072,FEASIBLE,11,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_dp_optimal_jenks,CUSTOMER_FIRST,3,2.875,4.125,"[lower_bound, upper_bound)",629,INFEASIBLE,17,13,,15,0.4229,0.4229,363,18.0,21.12,13.0,16.12,4.74,3.0,6.12,0.7202,0.7027,0.4229,INFEASIBLE — driver floor 17 > client ceiling 13: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,BALANCED,3,2.875,4.125,"[lower_bound, upper_bound)",629,INFEASIBLE,18,17,,17,0.8617,0.8617,87,18.0,21.12,13.0,16.12,2.74,1.0,4.12,1.0,0.8617,0.8617,INFEASIBLE — driver floor 18 > client ceiling 17: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,DRIVER_CONSERVATIVE,3,2.875,4.125,"[lower_bound, upper_bound)",629,INFEASIBLE,18,17,,17,0.8744,0.8744,79,18.0,21.12,13.0,16.12,2.74,1.0,4.12,1.0,0.8744,0.8744,INFEASIBLE — driver floor 18 > client ceiling 17: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,CUSTOMER_FIRST,4,4.125,5.325,"[lower_bound, upper_bound)",1141,INFEASIBLE,23,19,,20,0.553,0.553,510,24.75,27.95,19.75,22.95,6.94,4.75,7.95,0.9755,0.5776,0.553,INFEASIBLE — driver floor 23 > client ceiling 19: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,BALANCED,4,4.125,5.325,"[lower_bound, upper_bound)",1141,INFEASIBLE,25,23,,24,0.9395,0.9395,69,24.75,27.95,19.75,22.95,2.94,0.75,3.95,0.9755,0.9641,0.9395,INFEASIBLE — driver floor 25 > client ceiling 23: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,DRIVER_CONSERVATIVE,4,4.125,5.325,"[lower_bound, upper_bound)",1141,INFEASIBLE,25,23,,24,0.8563,0.8563,164,24.75,27.95,19.75,22.95,2.94,0.75,3.95,0.9755,0.8808,0.8563,INFEASIBLE — driver floor 25 > client ceiling 23: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,CUSTOMER_FIRST,5,5.325,,"[lower_bound, upper_bound)",702,INFEASIBLE,35,26,,27,0.6695,0.6695,232,31.97,34.94,26.97,29.94,12.75,4.97,7.94,0.9858,0.6838,0.6695,INFEASIBLE — driver floor 35 > client ceiling 26: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,BALANCED,5,5.325,,"[lower_bound, upper_bound)",702,INFEASIBLE,37,30,,31,0.8362,0.8362,115,31.97,34.94,26.97,29.94,8.75,0.97,3.94,0.9858,0.8504,0.8362,INFEASIBLE — driver floor 37 > client ceiling 30: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_dp_optimal_jenks,DRIVER_CONSERVATIVE,5,5.325,,"[lower_bound, upper_bound)",702,INFEASIBLE,38,30,,31,0.7849,0.7849,151,31.97,34.94,26.97,29.94,8.75,0.97,3.94,0.9858,0.7991,0.7849,INFEASIBLE — driver floor 38 > client ceiling 30: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_dp_optimal_jenks,CUSTOMER_FIRST,1,0.0,1.675,"[lower_bound, upper_bound)",1322,FEASIBLE,12,13,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,BALANCED,1,0.0,1.675,"[lower_bound, upper_bound)",1322,FEASIBLE,12,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,DRIVER_CONSERVATIVE,1,0.0,1.675,"[lower_bound, upper_bound)",1322,FEASIBLE,11,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,CUSTOMER_FIRST,2,1.675,2.825,"[lower_bound, upper_bound)",1052,FEASIBLE,12,13,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,BALANCED,2,1.675,2.825,"[lower_bound, upper_bound)",1052,FEASIBLE,12,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,DRIVER_CONSERVATIVE,2,1.675,2.825,"[lower_bound, upper_bound)",1052,FEASIBLE,11,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,CUSTOMER_FIRST,3,2.825,3.925,"[lower_bound, upper_bound)",532,INFEASIBLE,16,13,,15,0.5,0.5,266,18.0,20.57,13.0,15.57,3.54,3.0,5.57,0.6316,0.8684,0.5,INFEASIBLE — driver floor 16 > client ceiling 13: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_dp_optimal_jenks,BALANCED,3,2.825,3.925,"[lower_bound, upper_bound)",532,FEASIBLE,17,17,17,,1.0,1.0,0,18.0,20.57,13.0,15.57,1.54,1.0,3.57,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,DRIVER_CONSERVATIVE,3,2.825,3.925,"[lower_bound, upper_bound)",532,FEASIBLE,17,17,17,,1.0,1.0,0,18.0,20.57,13.0,15.57,1.54,1.0,3.57,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,CUSTOMER_FIRST,4,3.925,4.875,"[lower_bound, upper_bound)",873,INFEASIBLE,21,18,,20,0.7228,0.7228,242,23.55,26.55,18.55,21.55,4.24,3.55,6.55,0.8339,0.8889,0.7228,INFEASIBLE — driver floor 21 > client ceiling 18: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_dp_optimal_jenks,BALANCED,4,3.925,4.875,"[lower_bound, upper_bound)",873,FEASIBLE,22,22,22,,1.0,1.0,0,23.55,26.55,18.55,21.55,2.24,1.55,4.55,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,DRIVER_CONSERVATIVE,4,3.925,4.875,"[lower_bound, upper_bound)",873,INFEASIBLE,23,22,,22,0.9725,0.9725,24,23.55,26.55,18.55,21.55,2.24,1.55,4.55,1.0,0.9725,0.9725,INFEASIBLE — driver floor 23 > client ceiling 22: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_dp_optimal_jenks,CUSTOMER_FIRST,5,4.875,5.825,"[lower_bound, upper_bound)",736,INFEASIBLE,26,24,,25,0.7826,0.7826,160,29.25,31.81,24.25,26.81,4.94,4.25,6.81,0.8587,0.9239,0.7826,INFEASIBLE — driver floor 26 > client ceiling 24: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_dp_optimal_jenks,BALANCED,5,4.875,5.825,"[lower_bound, upper_bound)",736,FEASIBLE,27,28,27,,1.0,1.0,0,29.25,31.81,24.25,26.81,2.94,2.25,4.81,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,DRIVER_CONSERVATIVE,5,4.875,5.825,"[lower_bound, upper_bound)",736,FEASIBLE,28,28,28,,1.0,1.0,0,29.25,31.81,24.25,26.81,1.94,1.25,3.81,1.0,1.0,1.0,FEASIBLE
CITY_K6R_dp_optimal_jenks,CUSTOMER_FIRST,6,5.825,,"[lower_bound, upper_bound)",351,INFEASIBLE,35,29,,30,0.7037,0.7037,104,34.95,37.44,29.95,32.44,9.75,4.95,7.44,0.9174,0.7863,0.7037,INFEASIBLE — driver floor 35 > client ceiling 29: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_dp_optimal_jenks,BALANCED,6,5.825,,"[lower_bound, upper_bound)",351,INFEASIBLE,37,33,,34,0.9231,0.9231,27,34.95,37.44,29.95,32.44,5.75,0.95,3.44,0.9915,0.9316,0.9231,INFEASIBLE — driver floor 37 > client ceiling 33: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_dp_optimal_jenks,DRIVER_CONSERVATIVE,6,5.825,,"[lower_bound, upper_bound)",351,INFEASIBLE,38,33,,34,0.8632,0.8632,48,34.95,37.44,29.95,32.44,5.75,0.95,3.44,0.9915,0.8718,0.8632,INFEASIBLE — driver floor 38 > client ceiling 33: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K4R_share_width_density,CUSTOMER_FIRST,1,0.0,1.725,"[lower_bound, upper_bound)",1349,FEASIBLE,12,13,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K4R_share_width_density,BALANCED,1,0.0,1.725,"[lower_bound, upper_bound)",1349,FEASIBLE,12,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K4R_share_width_density,DRIVER_CONSERVATIVE,1,0.0,1.725,"[lower_bound, upper_bound)",1349,FEASIBLE,11,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K4R_share_width_density,CUSTOMER_FIRST,2,1.725,3.275,"[lower_bound, upper_bound)",1192,FEASIBLE,13,13,13,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.63,5.0,5.0,1.0,1.0,1.0,FEASIBLE
CITY_K4R_share_width_density,BALANCED,2,1.725,3.275,"[lower_bound, upper_bound)",1192,FEASIBLE,14,17,14,,1.0,1.0,0,18.0,18.0,13.0,13.0,0.63,4.0,4.0,1.0,1.0,1.0,FEASIBLE
CITY_K4R_share_width_density,DRIVER_CONSERVATIVE,2,1.725,3.275,"[lower_bound, upper_bound)",1192,FEASIBLE,13,17,14,,1.0,1.0,0,18.0,18.0,13.0,13.0,0.63,4.0,4.0,1.0,1.0,1.0,FEASIBLE
CITY_K4R_share_width_density,CUSTOMER_FIRST,3,3.275,4.975,"[lower_bound, upper_bound)",1321,INFEASIBLE,22,14,,20,0.4777,0.4777,690,19.68,25.93,14.68,20.93,4.84,-0.32,5.93,0.6139,0.8637,0.4777,INFEASIBLE — driver floor 22 > client ceiling 14: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K4R_share_width_density,BALANCED,3,3.275,4.975,"[lower_bound, upper_bound)",1321,INFEASIBLE,23,18,,22,0.7086,0.7086,385,19.68,25.93,14.68,20.93,2.84,-2.32,3.93,0.7525,0.9561,0.7086,INFEASIBLE — driver floor 23 > client ceiling 18: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K4R_share_width_density,DRIVER_CONSERVATIVE,3,3.275,4.975,"[lower_bound, upper_bound)",1321,INFEASIBLE,23,18,,23,0.6949,0.6949,403,19.68,25.93,14.68,20.93,1.84,-3.32,2.93,0.6949,1.0,0.6949,INFEASIBLE — driver floor 23 > client ceiling 18: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K4R_share_width_density,CUSTOMER_FIRST,4,4.975,,"[lower_bound, upper_bound)",1004,INFEASIBLE,35,24,,25,0.5737,0.5737,428,29.85,33.49,24.85,28.49,14.75,4.85,8.49,0.9791,0.5946,0.5737,INFEASIBLE — driver floor 35 > client ceiling 24: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K4R_share_width_density,BALANCED,4,4.975,,"[lower_bound, upper_bound)",1004,INFEASIBLE,37,28,,29,0.7709,0.7709,230,29.85,33.49,24.85,28.49,10.75,0.85,4.49,0.9791,0.7918,0.7709,INFEASIBLE — driver floor 37 > client ceiling 28: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K4R_share_width_density,DRIVER_CONSERVATIVE,4,4.975,,"[lower_bound, upper_bound)",1004,INFEASIBLE,38,28,,29,0.6952,0.6952,306,29.85,33.49,24.85,28.49,10.75,0.85,4.49,0.9791,0.7161,0.6952,INFEASIBLE — driver floor 38 > client ceiling 28: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_share_width_density,CUSTOMER_FIRST,1,0.0,1.675,"[lower_bound, upper_bound)",1322,FEASIBLE,12,13,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_share_width_density,BALANCED,1,0.0,1.675,"[lower_bound, upper_bound)",1322,FEASIBLE,12,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_share_width_density,DRIVER_CONSERVATIVE,1,0.0,1.675,"[lower_bound, upper_bound)",1322,FEASIBLE,11,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_share_width_density,CUSTOMER_FIRST,2,1.675,2.875,"[lower_bound, upper_bound)",1072,FEASIBLE,12,13,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_share_width_density,BALANCED,2,1.675,2.875,"[lower_bound, upper_bound)",1072,FEASIBLE,12,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_share_width_density,DRIVER_CONSERVATIVE,2,1.675,2.875,"[lower_bound, upper_bound)",1072,FEASIBLE,11,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K5R_share_width_density,CUSTOMER_FIRST,3,2.875,4.125,"[lower_bound, upper_bound)",629,INFEASIBLE,17,13,,15,0.4229,0.4229,363,18.0,21.12,13.0,16.12,4.74,3.0,6.12,0.7202,0.7027,0.4229,INFEASIBLE — driver floor 17 > client ceiling 13: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_share_width_density,BALANCED,3,2.875,4.125,"[lower_bound, upper_bound)",629,INFEASIBLE,18,17,,17,0.8617,0.8617,87,18.0,21.12,13.0,16.12,2.74,1.0,4.12,1.0,0.8617,0.8617,INFEASIBLE — driver floor 18 > client ceiling 17: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_share_width_density,DRIVER_CONSERVATIVE,3,2.875,4.125,"[lower_bound, upper_bound)",629,INFEASIBLE,18,17,,17,0.8744,0.8744,79,18.0,21.12,13.0,16.12,2.74,1.0,4.12,1.0,0.8744,0.8744,INFEASIBLE — driver floor 18 > client ceiling 17: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_share_width_density,CUSTOMER_FIRST,4,4.125,5.325,"[lower_bound, upper_bound)",1141,INFEASIBLE,23,19,,20,0.553,0.553,510,24.75,27.95,19.75,22.95,6.94,4.75,7.95,0.9755,0.5776,0.553,INFEASIBLE — driver floor 23 > client ceiling 19: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_share_width_density,BALANCED,4,4.125,5.325,"[lower_bound, upper_bound)",1141,INFEASIBLE,25,23,,24,0.9395,0.9395,69,24.75,27.95,19.75,22.95,2.94,0.75,3.95,0.9755,0.9641,0.9395,INFEASIBLE — driver floor 25 > client ceiling 23: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_share_width_density,DRIVER_CONSERVATIVE,4,4.125,5.325,"[lower_bound, upper_bound)",1141,INFEASIBLE,25,23,,24,0.8563,0.8563,164,24.75,27.95,19.75,22.95,2.94,0.75,3.95,0.9755,0.8808,0.8563,INFEASIBLE — driver floor 25 > client ceiling 23: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_share_width_density,CUSTOMER_FIRST,5,5.325,,"[lower_bound, upper_bound)",702,INFEASIBLE,35,26,,27,0.6695,0.6695,232,31.97,34.94,26.97,29.94,12.75,4.97,7.94,0.9858,0.6838,0.6695,INFEASIBLE — driver floor 35 > client ceiling 26: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_share_width_density,BALANCED,5,5.325,,"[lower_bound, upper_bound)",702,INFEASIBLE,37,30,,31,0.8362,0.8362,115,31.97,34.94,26.97,29.94,8.75,0.97,3.94,0.9858,0.8504,0.8362,INFEASIBLE — driver floor 37 > client ceiling 30: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K5R_share_width_density,DRIVER_CONSERVATIVE,5,5.325,,"[lower_bound, upper_bound)",702,INFEASIBLE,38,30,,31,0.7849,0.7849,151,31.97,34.94,26.97,29.94,8.75,0.97,3.94,0.9858,0.7991,0.7849,INFEASIBLE — driver floor 38 > client ceiling 30: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_share_width_density,CUSTOMER_FIRST,1,0.0,1.625,"[lower_bound, upper_bound)",1278,FEASIBLE,12,13,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,BALANCED,1,0.0,1.625,"[lower_bound, upper_bound)",1278,FEASIBLE,12,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,DRIVER_CONSERVATIVE,1,0.0,1.625,"[lower_bound, upper_bound)",1278,FEASIBLE,11,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,CUSTOMER_FIRST,2,1.625,2.675,"[lower_bound, upper_bound)",1045,FEASIBLE,12,13,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,BALANCED,2,1.625,2.675,"[lower_bound, upper_bound)",1045,FEASIBLE,12,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,DRIVER_CONSERVATIVE,2,1.625,2.675,"[lower_bound, upper_bound)",1045,FEASIBLE,11,17,12,,1.0,1.0,0,18.0,18.0,13.0,13.0,1.0,6.0,6.0,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,CUSTOMER_FIRST,3,2.675,3.925,"[lower_bound, upper_bound)",583,INFEASIBLE,16,13,,13,0.4837,0.4837,301,18.0,20.38,13.0,15.38,5.54,5.0,7.38,1.0,0.4837,0.4837,INFEASIBLE — driver floor 16 > client ceiling 13: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_share_width_density,BALANCED,3,2.675,3.925,"[lower_bound, upper_bound)",583,FEASIBLE,17,17,17,,1.0,1.0,0,18.0,20.38,13.0,15.38,1.54,1.0,3.38,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,DRIVER_CONSERVATIVE,3,2.675,3.925,"[lower_bound, upper_bound)",583,FEASIBLE,17,17,17,,1.0,1.0,0,18.0,20.38,13.0,15.38,1.54,1.0,3.38,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,CUSTOMER_FIRST,4,3.925,4.725,"[lower_bound, upper_bound)",751,INFEASIBLE,20,18,,20,0.8069,0.8069,145,23.55,26.26,18.55,21.26,3.34,3.55,6.26,0.8069,1.0,0.8069,INFEASIBLE — driver floor 20 > client ceiling 18: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
CITY_K6R_share_width_density,BALANCED,4,3.925,4.725,"[lower_bound, upper_bound)",751,FEASIBLE,22,22,22,,1.0,1.0,0,23.55,26.26,18.55,21.26,1.34,1.55,4.26,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,DRIVER_CONSERVATIVE,4,3.925,4.725,"[lower_bound, upper_bound)",751,FEASIBLE,22,22,22,,1.0,1.0,0,23.55,26.26,18.55,21.26,1.34,1.55,4.26,1.0,1.0,1.0,FEASIBLE
CITY_K6R_share_width_density,CUSTOMER_FIRST,5,4.725,5.425,"[lower_bound, upper_bound)",593,INFEASIBLE,24,23,,23,0.882,0.882,70,28.35,30.47,23.35,25.47,4.54,5.35,7.47,1.0,0.882,0.882,INFEASIBLE — driver floor 24 > client ceiling 23: no single flat fee keeps 100% within limits; fallback=FALLBACK_PARTIAL_COVERAGE
